,mgc_gini,mgc_gini_others,wilcoxon_stat,p_value
GO:0032869,0.39338549106388415,0.42666116647249724,-1.1862301769965709,0.23553141200288863
GO:0032870,0.6299375181012311,0.4261914281227785,1.5869115508584966,0.11253267844904045
GO:0032880,0.4822704744444313,0.4262625670267879,0.5377992617448313,0.5907156417174952
GO:0032922,0.40530206604878727,0.42646996181215036,-1.1176012297680464,0.2637373433303607
GO:0032924,0.43785968124757474,0.4263710019171175,0.2958213651677132,0.7673665058158555
GO:0032956,0.47269835436133417,0.42621028192762306,1.3292293501962051,0.18377231470454258
GO:0032967,0.6240585092012653,0.42621028192762306,1.2240443374842005,0.2209355022070768
GO:0032968,0.25248966308208187,0.42764351436749465,-5.948583139012334,2.704734973761732e-09
GO:0032981,0.25782689585773816,0.42792348061311103,-7.633949885222873,2.2766844315097293e-14
GO:0033077,0.32252926796974224,0.42660646834061233,-0.9864399790750686,0.32391725483667555
GO:0033137,0.5849019033023928,0.4261914281227785,1.1148727499955193,0.264904955530773
GO:0033138,0.4247158104914992,0.4263881534155733,0.03287773452104501,0.9737720884734244
GO:0033209,0.5420800829594198,0.4261914281227785,1.7288341430308023,0.083838783506202
GO:0033344,0.5768689736329994,0.42621028192762306,1.2571605486105404,0.20869550569168982
GO:0033574,0.34957442760402857,0.42646996181215036,-0.21187177616279593,0.8322070700803545
GO:0033617,0.2627926793000518,0.42704818341739076,-4.373986718925073,1.2199780428140677e-05
GO:0033627,0.5544123784042914,0.42598770647525347,2.724843942122746,0.006433188640548876
GO:0033674,0.7243617782472951,0.42598770647525347,4.427553571376889,9.530790587657928e-06
GO:0034063,0.258437114649596,0.4271262576863688,-5.029864742862874,4.908259566650543e-07
GO:0034067,0.3557879953212674,0.42675864770422056,-1.3027957910801544,0.1926444880880105
GO:0034097,0.4588379598244651,0.42621028192762306,1.0006060587941843,0.3170172997694529
GO:0034113,0.5418668770891224,0.4260217607295844,2.964667745647798,0.0030300999481939154
GO:0034198,0.333565194138249,0.4271682441423901,-2.566123072830809,0.010284233103609463
GO:0034220,0.5441855013710152,0.4258826348666871,2.546135915841867,0.010892276925601818
GO:0034243,0.3196392802144072,0.4271465537229381,-3.2297974299282988,0.0012387795491519105
GO:0034260,0.4316556979865803,0.4263335001191128,-0.17394120385650993,0.8619116701882852
GO:0034332,0.5746455480095112,0.4262959983211081,0.6871627707303033,0.4919801619752441
GO:0034341,0.5132656534582022,0.4261674315949357,1.6568889825640554,0.09754192223747629
GO:0034394,0.4688725392940158,0.4262625670267879,0.0993797994769548,0.9208367210385571
GO:0034446,0.6025148016637282,0.4261794298588571,2.2544735048946154,0.024166395650351325
GO:0034504,0.3625626937748073,0.42666116647249724,-1.831434521979205,0.06703571253317678
GO:0034587,0.7181385860789364,0.42611985605118874,3.9020736320578924,9.537213436517485e-05
GO:0034599,0.39034301637235974,0.4270361950167309,-2.376053595573089,0.017498920881794337
GO:0034605,0.2814576723520968,0.42675864770422056,-1.6046962467992596,0.10856066831945736
GO:0034612,0.4427557555804123,0.4262959983211081,-0.03738938984804031,0.9701745324315464
GO:0034614,0.3918819535197595,0.42660646834061233,-0.07192142656004653,0.9426644382755438
GO:0034620,0.3299887478473689,0.42646996181215036,-1.2642245634042237,0.20614943677125297
GO:0034644,0.3200819215768445,0.42721946866993665,-3.855283790575053,0.0001155954546892988
GO:0034765,0.7247832804576841,0.42529011658872645,6.7624787282262835,1.3565060082331247e-11
GO:0034976,0.3724640094727945,0.4271262576863688,-2.000128202046351,0.04548642216622738
GO:0035019,0.36080635685485607,0.42685612893594393,-1.1405497933539197,0.254057320426033
GO:0035023,0.4558591349006993,0.4263710019171175,-0.1304116761208479,0.8962407292724467
GO:0035024,0.5381737167765044,0.4263335001191128,0.42049072316690705,0.6741270049400436
GO:0035025,0.6515488548741345,0.42594567302676517,3.611882961364153,0.00030398176182940733
GO:0035082,0.7416500241503192,0.42614273109960776,3.1811730855833793,0.0014667996580368906
GO:0035094,0.40372571495684406,0.4263881534155733,-0.1907813464082549,0.8486969036615184
GO:0035115,0.6238742879040675,0.4262625670267879,0.5961713260391643,0.5510607790139456
GO:0035116,0.5839716874603982,0.42621028192762306,1.0681791664647988,0.2854397005358278
GO:0035176,0.5499234917459941,0.42611985605118874,2.061451098932893,0.03926002417772971
GO:0035235,0.6430757498456137,0.4262959983211081,1.2909707745542764,0.19671381182466263
GO:0035249,0.5821885182209477,0.42614273109960776,2.0188719115316873,0.04350053433880974
GO:0035264,0.43927356174421206,0.4262625670267879,0.25475864955468164,0.7989095145194494
GO:0035265,0.4916639071908028,0.4263335001191128,-0.4308014237849517,0.666612764231848
GO:0035307,0.42313562266189025,0.4263795776663454,-1.7509747401977673,0.0799502611849972
GO:0035335,0.5017365381438178,0.42621028192762306,1.0063357635593326,0.31425408236494257
GO:0035458,0.38764014893439297,0.42646996181215036,-0.5644909678456069,0.5724200453569996
GO:0035521,0.29456769363688506,0.42706615797657665,-3.6803798277462545,0.00023288679460885898
GO:0035522,0.28414973915162284,0.4271262576863688,-4.2279679374165715,2.3581138495065534e-05
GO:0035556,0.4594245069685621,0.4255528934093546,2.2633363754829547,0.023614961574279867
GO:0035567,0.5076042751421698,0.42621028192762306,1.5798725242224625,0.11413606259244051
GO:0035584,0.6449832382238248,0.4261914281227785,1.7891095256995027,0.07359717837108934
GO:0035633,0.6732592865228639,0.42590363957827687,3.870014073863074,0.00010882907052804691
GO:0035725,0.6005558454739415,0.4256258153704177,4.441683689272653,8.925770400039329e-06
GO:0035774,0.43058347343722747,0.4263710019171175,0.0015806497460951199,0.9987388244967185
GO:0035855,0.45285269100708936,0.4262959983211081,-0.13900581134508777,0.8894455568452833
GO:0035904,0.46035707791647257,0.4263335001191128,-0.2976338680196584,0.7659826224719835
GO:0035914,0.5536446788790005,0.42614273109960776,1.8460471692730933,0.06488535679372873
GO:0035924,0.6645242259638657,0.42611985605118874,2.580316122484738,0.009870990869751002
GO:0035987,0.5176231540893891,0.42621028192762306,1.1684422799388132,0.2426284089238927
GO:0035994,0.641161163920075,0.4262959983211081,0.8971358285499936,0.36964644238874045
GO:0036092,0.35345615608022235,0.42655177020872737,-0.8915405916850712,0.372639225153682
GO:0036120,0.4543576537358978,0.4263335001191128,1.1266674226359956,0.25988312107127165
GO:0036158,0.5289422684104574,0.42621028192762306,1.6047178103088615,0.10855592057886818
GO:0036211,0.32776764350921617,0.4272572660375474,-3.159219070700785,0.0015819253045577855
GO:0036258,0.2528165829937676,0.4270571706969837,-4.7757114200717705,1.7907304020733455e-06
GO:0036297,0.3902959658725662,0.42675864770422056,-0.9803450552241139,0.32691582164554267
GO:0038095,0.32947936516927356,0.427017447693568,-1.470822403517028,0.14133915201082162
GO:0038096,0.5132129210767472,0.4262625670267879,0.8028266032696428,0.42207496340415795
GO:0039702,0.24667701885129445,0.4270106887710649,-3.8909517326761485,9.985179621404168e-05
GO:0040014,0.296648482644015,0.42704818341739076,-2.6467052552664074,0.00812801622128399
GO:0040018,0.4604279735417227,0.4263335001191128,0.6653286717648355,0.50584029581459
GO:0042026,0.3618909584449951,0.4263881534155733,-1.3332638601594229,0.18244522910809635
GO:0042060,0.601562483355562,0.42586163015509726,2.869693274973535,0.004108701448656451
GO:0042073,0.39492153564881133,0.4263795776663454,-0.4629825249095343,0.6433768930808546
GO:0042098,0.47420611183714745,0.4262625670267879,-0.008114330657050457,0.9935257718939798
GO:0042100,0.6608611956187758,0.42594567302676517,3.374062870092458,0.000740674492619429
GO:0042102,0.5996223480136618,0.426087835517552,2.230371473071161,0.025722791794188904
GO:0042104,0.5099115515089679,0.42621028192762306,0.9164425152824469,0.35943484488629096
GO:0042110,0.575542611502136,0.42598770647525347,2.3215707516448467,0.020256060315218385
GO:0042113,0.49912454223589964,0.4261794298588571,1.1373264362620017,0.2554018472573899
GO:0042116,0.44871414903284346,0.4263710019171175,0.7909332075625038,0.4289829689826602
GO:0042127,0.5222108059116476,0.4258588396086642,2.3819209157249532,0.017222595683885986
GO:0042130,0.675023017394707,0.42586163015509726,4.323686462349657,1.5344333115197275e-05
GO:0042147,0.3220057806215831,0.42782453792562075,-4.166692351930858,3.090511292923572e-05
GO:0042149,0.34408675484176565,0.42702420661607104,-2.173511952939043,0.029741807181680884
GO:0042177,0.37273373329679865,0.4269334088535044,-1.5676180907342332,0.11697028758763489
GO:0042178,0.6323663180790462,0.4261914281227785,1.7372243072834026,0.0823475860287051
GO:0042220,0.33766473394398194,0.42660646834061233,-1.2535843963985287,0.2099931056252683
GO:0042246,0.5182280974415658,0.4261674315949357,1.5910843217456188,0.11159060041640206
GO:0042254,0.31243484061675364,0.4269334088535044,-2.811529861838169,0.004930651363842032
GO:0042267,0.5542463901549689,0.42616651887148127,1.3178802905254952,0.18754372453859258
GO:0042273,0.27658826971574724,0.4276209260953099,-5.528394955276324,3.231738385330784e-08
GO:0042274,0.2719642637810589,0.42709019144294613,-4.271652783829007,1.9402952193231152e-05
GO:0042307,0.36068468452903013,0.42655177020872737,-1.825189204651157,0.06797248231438244
GO:0042311,0.5132129210767472,0.42614273109960776,2.022922603819183,0.04308112768917801
GO:0042327,0.54585406212235,0.4261674315949357,1.6298863970910746,0.10312550913962633
GO:0042391,0.6259953043556775,0.4258826348666871,3.964303282108894,7.361061956542434e-05
GO:0042472,0.733152119915151,0.4258588396086642,4.852068217276853,1.2218057923318113e-06
GO:0042474,0.4624676399584742,0.4263335001191128,0.5724942924299323,0.5669871514810514
GO:0042475,0.6561857464891783,0.42611985605118874,2.0783821593862015,0.037674174586137074
GO:0042476,0.7189912977051921,0.4261794298588571,2.2541806611095176,0.024184804889634433
GO:0042531,0.5538089876434652,0.426087835517552,2.972833362684811,0.0029506459669446446
GO:0042542,0.3555355867387217,0.42660646834061233,-0.3961452981837703,0.6919978428330561
GO:0042552,0.532799474149257,0.4261674315949357,2.288768282919295,0.022092819227703776
GO:0042554,0.5008976765495885,0.42621028192762306,0.8082819229588505,0.4189283064686139
GO:0042572,0.6582168797725682,0.42614273109960776,2.9721546901830127,0.0029571764904937187
GO:0042573,0.7351728341632843,0.4261794298588571,2.4884246615096726,0.012831041937683045
GO:0042593,0.4321919136010437,0.4263335001191128,0.3219115184160737,0.7475197268640692
GO:0042594,0.3996874929793379,0.4263881534155733,-0.9541163801872545,0.340024735527115
GO:0042632,0.5768689736329994,0.425684561174348,3.165597871194031,0.0015476458704130865
GO:0042733,0.3518429717252426,0.42646996181215036,-0.781217147658227,0.43467478996323694
GO:0042742,0.5921274566153791,0.4255696989799498,3.9416588830118457,8.092000509232735e-05
GO:0042744,0.6409143573507811,0.4261794298588571,2.0018035751360004,0.04530586130277835
GO:0042752,0.3111319945635065,0.42706615797657665,-3.3360221397284335,0.0008498639535504024
GO:0042755,0.5687578102716473,0.42621028192762306,1.1761964625305987,0.23951637776697676
GO:0042771,0.3758305196801768,0.4263881534155733,-1.120108563291953,0.26266750192204125
GO:0042776,0.22025546014902,0.4282679207547932,-9.498744460471135,2.1243610259060702e-21
GO:0042789,0.3108618848861803,0.42706615797657665,-3.3148691929804808,0.0009168601752675449
GO:0042832,0.685619478207803,0.426087835517552,3.224956420831033,0.0012599184588049947
GO:0042908,0.7225689836403332,0.42614273109960776,3.473659689615299,0.0005134117509910044
GO:0042981,0.33732474485406877,0.4276661026396794,-3.2506086941105985,0.0011515823874019692
GO:0043001,0.34531878648002556,0.42655177020872737,-1.2337757876449258,0.21728646404760177
GO:0043010,0.4254756674348602,0.4263710019171175,-0.12237876688036446,0.90259905367832
GO:0043029,0.49512341262353793,0.4262625670267879,-0.13823671927097553,0.8900533358824443
GO:0043065,0.44690823315393546,0.426087835517552,0.7641468960181285,0.4447797084048002
GO:0043066,0.3953387186318337,0.4272572660375474,-1.0886221448644402,0.2763205471756073
GO:0043085,0.3262432293440456,0.42655177020872737,-1.6489691786242948,0.0991539491708972
GO:0043087,0.46178494592547975,0.42616560614802684,0.6898482232049504,0.49028963920464175
GO:0043122,0.36594957531672523,0.4263881534155733,-0.037010347910145396,0.9704767549551865
GO:0043123,0.42313562266189025,0.42660646834061233,-0.6000023860202631,0.548504645339976
GO:0043124,0.4328031675042789,0.4262625670267879,-0.1146591362000129,0.90871530482945
GO:0043149,0.41320087468605354,0.4263881534155733,0.09387881028954942,0.9252054264264215
GO:0043153,0.3516236940168443,0.42646996181215036,-2.040316462087267,0.041318816225334606
GO:0043154,0.40288945659715775,0.4263881534155733,0.28049690843761194,0.7790962970176818
GO:0043161,0.28732139262273,0.42931744621141976,-8.795672952560432,1.421931877386116e-18
GO:0043162,0.2944685786963526,0.4270106887710649,-2.989081323933181,0.0027981764377525632
GO:0043200,0.3347162775454637,0.42666116647249724,-0.7759107684938329,0.4378016739572016
