,gini
ENSG00000010282,0.6576390296242398
ENSG00000010292,0.3288749224060719
ENSG00000010295,0.1906350015640059
ENSG00000010310,0.7910491764523075
ENSG00000010318,0.2608361604440822
ENSG00000010319,0.8332491446790995
ENSG00000010322,0.20220080267289733
ENSG00000010327,0.8203755448151242
ENSG00000010361,0.3369767304965124
ENSG00000010379,0.6669818366614523
ENSG00000010404,0.31857611667915997
ENSG00000010438,0.5694909121666966
ENSG00000010539,0.2117453995974688
ENSG00000010610,0.7739118060670616
ENSG00000010626,0.3779497132168644
ENSG00000010671,0.7859887254527648
ENSG00000010704,0.5527805205129572
ENSG00000010803,0.14527850738618614
ENSG00000010810,0.3162985143847255
ENSG00000010818,0.28750879286961
ENSG00000010932,0.7234714080707639
ENSG00000011007,0.18891596272232483
ENSG00000011009,0.13246521200851857
ENSG00000011021,0.14156221046415843
ENSG00000011028,0.7537150951917955
ENSG00000011052,0.5077806700687839
ENSG00000011083,0.6407725572187328
ENSG00000011105,0.46863427616924375
ENSG00000011114,0.19746368652237645
ENSG00000011132,0.1451265587044038
ENSG00000011143,0.16099289654376397
ENSG00000011198,0.07026652764529316
ENSG00000011201,0.43239247482501075
ENSG00000011243,0.17494026578156371
ENSG00000011258,0.12576137821086458
ENSG00000011260,0.14227254281650273
ENSG00000011275,0.1196743689986696
ENSG00000011295,0.13605953558686487
ENSG00000011304,0.22481243432588727
ENSG00000011332,0.39139675245925337
ENSG00000011347,0.5919258870608854
ENSG00000011376,0.12117218717582978
ENSG00000011405,0.32098082550198864
ENSG00000011422,0.4362401860741567
ENSG00000011426,0.8109707675017148
ENSG00000011451,0.2923658048317084
ENSG00000011454,0.08386228905623926
ENSG00000011465,0.7896400508339004
ENSG00000011478,0.362127848007033
ENSG00000011485,0.192226285367546
ENSG00000011523,0.12331527323996078
ENSG00000011566,0.11987131239349956
ENSG00000011590,0.6262624038478051
ENSG00000011600,0.8292623642617244
ENSG00000011638,0.6425061534059325
ENSG00000011677,0.49730962793449657
ENSG00000012048,0.3512329933707949
ENSG00000012061,0.17743295143095061
ENSG00000012124,0.8301706622322207
ENSG00000012171,0.6652904187057789
ENSG00000012174,0.07057531585891476
ENSG00000012211,0.5327530249355793
ENSG00000012223,0.8065197292644898
ENSG00000012232,0.11217986929962083
ENSG00000012504,0.442065916372641
ENSG00000012660,0.28443872850077173
ENSG00000012779,0.7481541085341141
ENSG00000012817,0.16854812074963196
ENSG00000012822,0.08974538866426036
ENSG00000012963,0.06995861880749171
ENSG00000012983,0.3359378762349814
ENSG00000013016,0.3446080188870446
ENSG00000013275,0.20866236066712573
ENSG00000013288,0.13910190881612766
ENSG00000013293,0.45298907179069964
ENSG00000013297,0.7805661422080777
ENSG00000013306,0.1544291103878844
ENSG00000013364,0.44776010293411966
ENSG00000013374,0.2062217255400776
ENSG00000013375,0.164320573536293
ENSG00000013392,0.1962657180275195
ENSG00000013441,0.254940571406109
ENSG00000013503,0.06352806685379159
ENSG00000013523,0.2835016922567582
ENSG00000013561,0.09519050397074169
ENSG00000013563,0.48719843850718314
ENSG00000013573,0.23694911672092428
ENSG00000013583,0.3594703997621307
ENSG00000013588,0.6448296757755222
ENSG00000013619,0.4338209283793602
ENSG00000013725,0.5757772457207715
ENSG00000013810,0.4074510722835054
ENSG00000014123,0.228006524270299
ENSG00000014138,0.491381425383791
ENSG00000014164,0.1931998639685458
ENSG00000014216,0.3317557636152186
ENSG00000014257,0.6360326067660206
ENSG00000014641,0.16553466751498486
ENSG00000014824,0.042546447155885875
ENSG00000014914,0.30531264845802464
ENSG00000014919,0.17150982062210765
ENSG00000015133,0.3139393498076414
ENSG00000015153,0.15864142648394278
ENSG00000015171,0.09483188455552008
ENSG00000015285,0.6921123571024186
ENSG00000015413,0.5905527503921272
ENSG00000015475,0.3193765926951717
ENSG00000015520,0.5641906408677964
ENSG00000015532,0.3080251209623289
ENSG00000015568,0.6220488126393139
ENSG00000015592,0.6046208610197666
ENSG00000015676,0.14628914594581674
ENSG00000016391,0.5172217172554023
ENSG00000016402,0.6503021685409563
ENSG00000016490,0.44806517533812545
ENSG00000016602,0.8300389373808016
ENSG00000016864,0.05806016228372345
ENSG00000017260,0.11157116482729307
ENSG00000017427,0.7128131301468253
ENSG00000017483,0.8069046324508201
ENSG00000017797,0.14768969519677994
ENSG00000018189,0.11725764449443941
ENSG00000018236,0.3717823210948008
ENSG00000018280,0.5111730612927173
ENSG00000018408,0.6098434077455613
ENSG00000018510,0.18616715756440888
ENSG00000018610,0.25093947654704013
ENSG00000018625,0.6856825774734574
ENSG00000018699,0.190084957389704
ENSG00000018869,0.29634249849202854
ENSG00000019102,0.7361709761827383
ENSG00000019144,0.5251813994843417
ENSG00000019169,0.830006703913439
ENSG00000019186,0.7050877028925034
ENSG00000019485,0.5667680818860632
ENSG00000019505,0.5065180045861074
ENSG00000019549,0.5651029845507304
ENSG00000019582,0.8196702992762654
ENSG00000019991,0.5634301445276189
ENSG00000019995,0.11148278296270098
ENSG00000020129,0.2571656095266366
ENSG00000020181,0.606767283208549
ENSG00000020256,0.11445775199436699
ENSG00000020426,0.18494566041393204
ENSG00000020577,0.30813398426390703
ENSG00000020633,0.8001649532746218
ENSG00000020922,0.16376483184577156
ENSG00000021300,0.592093008543507
ENSG00000021355,0.630538178665956
ENSG00000021461,0.32679052960674115
ENSG00000021488,0.35988761088173743
ENSG00000021574,0.15068193138663935
ENSG00000021645,0.5349101779630888
ENSG00000021762,0.16761880633204462
ENSG00000021776,0.09078100079926614
ENSG00000021826,0.2078134832992856
ENSG00000021852,0.7150564494218827
ENSG00000022267,0.24583578533525147
ENSG00000022277,0.14327042350711855
ENSG00000022355,0.5218659151364304
ENSG00000022556,0.5503717399379516
ENSG00000022567,0.37815147244759467
ENSG00000022840,0.06240647792271061
ENSG00000022976,0.24389387128660903
ENSG00000023041,0.05651125560300017
ENSG00000023171,0.2597259011980008
ENSG00000023191,0.3701645879023068
ENSG00000023228,0.09133169774085698
ENSG00000023287,0.05604236097406507
ENSG00000023318,0.21344321179708367
ENSG00000023330,0.28435194050626605
ENSG00000023445,0.6492530496019633
