go_id,auc_sim,auc_real
GO:0007271,0.507848633200585,0.5117283784536025
GO:0007274,0.6993376979293544,0.6250020190538054
GO:0007275,0.5302881602079035,0.5760195846892607
GO:0007276,0.4813814270857115,0.5556327777777778
GO:0007281,0.510955266955267,0.5831692112861357
GO:0007283,0.5319974396008404,0.5280305769434318
GO:0007286,0.5685604880047199,0.5880959774852821
GO:0007288,0.605224560483109,0.7832116811152737
GO:0007338,0.5367324561403506,0.5153141364978079
GO:0007339,0.455912923051755,0.6171886331629588
GO:0007342,0.632771478578495,0.6390674674699056
GO:0007346,0.5020314806331756,0.5348942432925241
GO:0007368,0.5371792708760146,0.6393834732435305
GO:0007369,0.45175897728714653,0.502634716358125
GO:0007389,0.6626839868037055,0.5671270907791279
GO:0007399,0.5329869930764,0.6275792972928766
GO:0007405,0.5074890556597871,0.519008677603281
GO:0007409,0.512838996332929,0.6214657018017851
GO:0007411,0.5132999386729296,0.5970575776996109
GO:0007416,0.5531357497500555,0.6535055910057733
GO:0007417,0.497936985475329,0.5180777550822193
GO:0007420,0.501106071788523,0.5605747009497145
GO:0007422,0.5117488834754365,0.4822176160474582
GO:0007492,0.5634857210509845,0.5503860423837046
GO:0007498,0.44402975601086647,0.6289798222626499
GO:0007507,0.488968724850602,0.5824247382420711
GO:0007517,0.422776066067334,0.5234917110632715
GO:0007519,0.5456378718535471,0.5283614266855334
GO:0007520,0.5577267189522574,0.5368867219031537
GO:0007528,0.5247009979431705,0.5473430205354822
GO:0007565,0.5174722307143585,0.5934227790145369
GO:0007566,0.48280372882217,0.6699795101848934
GO:0007568,0.4947190101676935,0.6114640931693274
GO:0007584,0.5164792343547124,0.5586360913438823
GO:0007585,0.4557211236062805,0.5739688586643951
GO:0007586,0.7220277058913075,0.7126329522324716
GO:0007595,0.469694660718739,0.5667007649633771
GO:0007596,0.5569532530161395,0.6426923737128092
GO:0007601,0.5366108500055644,0.5554629048990611
GO:0007602,0.6545980839994925,0.6117436402748903
GO:0007605,0.518236374909697,0.4985421013070036
GO:0007608,0.7400077954870905,0.6393063928257825
GO:0007611,0.5933796225647285,0.5979871218040543
GO:0007612,0.5577170386198165,0.6810426696542162
GO:0007613,0.5550676357762975,0.6207614091685462
GO:0007616,0.5497731601731599,0.6513199509559615
GO:0007623,0.545480225988701,0.5535532736545139
GO:0007626,0.56127030845824,0.6365262845695512
GO:0007628,0.5694914178346535,0.5626553179967073
GO:0007631,0.7817646872224335,0.7375866551647802
GO:0008015,0.5012665369101015,0.6337012367338098
GO:0008016,0.574089166476249,0.6077419591023309
GO:0008053,0.4987696600710295,0.49000704436589887
GO:0008089,0.436071552475482,0.6330118006368185
GO:0008104,0.48021742872975104,0.544485240865416
GO:0008154,0.4544274467023535,0.5768434684998099
GO:0008202,0.5532718823798279,0.5991010228634602
GO:0008203,0.5398682054273255,0.6094058633648312
GO:0008210,0.5806826955491036,0.6125752414988087
GO:0008217,0.4906052837324315,0.5917362007269981
GO:0008219,0.459568065818542,0.5276140336625942
GO:0008277,0.420361999164897,0.5826434616079494
GO:0008283,0.49828593498351,0.5458576302503892
GO:0008284,0.515361022407817,0.5523234609136031
GO:0008285,0.489706425174533,0.5612511455879571
GO:0008286,0.43676428522946553,0.5304676684450181
GO:0008306,0.5852984487267374,0.6393792045749935
GO:0008333,0.452606940466207,0.5570649790035922
GO:0008344,0.4953495463901805,0.5870078738336333
GO:0008360,0.4491059155758785,0.6136936939742328
GO:0008361,0.41368994765371947,0.574263378456533
GO:0008380,0.5350108670141744,0.6280000858591535
GO:0008542,0.6225069440662274,0.6675952123853509
GO:0008543,0.518589327942635,0.5272830753958381
GO:0008544,0.5985305277347435,0.655228431640922
GO:0008584,0.4721274117156875,0.5468514859448872
GO:0008589,0.583885083713851,0.6258859884559884
GO:0008625,0.419971932230943,0.6051790687478223
GO:0008630,0.4313659382262175,0.6162153000014455
GO:0008643,0.4515310652764035,0.5000865758694698
GO:0008654,0.4542617960426175,0.6172109235209235
GO:0009060,0.5423389580822284,0.7729412585623674
GO:0009267,0.488009775469681,0.4923283702426033
GO:0009306,0.501285235045528,0.5582853656265031
GO:0009311,0.441265491505272,0.45723128978306055
GO:0009312,0.5075720086283465,0.4599218120696375
GO:0009314,0.464102647758251,0.48689136957395257
GO:0009408,0.531900774430123,0.5124472599819332
GO:0009409,0.505013462368869,0.6215903888383247
GO:0009410,0.4814151016634555,0.5458379468098203
GO:0009411,0.4834593886804255,0.5991554217289311
GO:0009566,0.5831497695639725,0.5155094805467016
GO:0009611,0.541897683139146,0.6407887842816209
GO:0009612,0.5093742054411394,0.5922285927082881
GO:0009615,0.517119360662431,0.6967896810366542
GO:0009617,0.523254584553458,0.6364658583221247
GO:0009636,0.5058311112962806,0.6379608944563903
GO:0009653,0.542751255998378,0.6244529684189986
GO:0009725,0.4460795809881175,0.5138892384381981
GO:0009749,0.4790340097247165,0.46033397298177087
GO:0009755,0.5449605412454065,0.5547158589762649
GO:0009791,0.47797825096236846,0.5134130394020319
GO:0009792,0.519384614083602,0.5010750610044629
GO:0009880,0.534017360846722,0.4956566113420814
GO:0009887,0.559115838881661,0.5185190932284646
GO:0009952,0.5333150809537914,0.6688797459116684
GO:0009953,0.5632440682349249,0.4986547238601071
GO:0009954,0.4671326233041715,0.6637390406435407
GO:0009966,0.4079296700049405,0.5218042907956466
GO:0009968,0.5404749506803155,0.5532653860803002
GO:0010033,0.4907070803197565,0.5131936586554076
