GO ID,n_genes,n_neurons_peak,pct_neurons_peak,auc_all,auc_noneurons,auc
GO:0001894,18,4,0.2222222222222222,0.5395982886470669,0.5406573151037045,0.5395982886470669
GO:0001895,32,12,0.375,0.5700832888956605,0.380209364922171,0.5700832888956605
GO:0001916,18,9,0.5,0.622515198403639,0.323520956463655,0.622515198403639
GO:0001932,42,7,0.16666666666666666,0.46463876394500747,0.471921207302773,0.46463876394500747
GO:0001933,69,11,0.15942028985507245,0.48812070282658504,0.5392428117492055,0.48812070282658504
GO:0001934,181,40,0.22099447513812154,0.49526228146778295,0.5009139398297975,0.49526228146778295
GO:0001935,24,7,0.2916666666666667,0.5330288034513385,0.552593262276361,0.5330288034513385
GO:0001937,25,6,0.24,0.574255431196386,0.4948479772600375,0.574255431196386
GO:0001938,69,14,0.2028985507246377,0.484488657122928,0.4928765181962115,0.484488657122928
GO:0001942,36,8,0.2222222222222222,0.521009550661688,0.49664181631910054,0.521009550661688
GO:0001947,59,24,0.4067796610169492,0.5439681264229275,0.5121481183875716,0.5439681264229275
GO:0001954,23,2,0.08695652173913043,0.461586842410533,0.5835725885969489,0.461586842410533
GO:0001958,29,7,0.2413793103448276,0.5025880793207526,0.5242038306394745,0.5025880793207526
GO:0001974,36,11,0.3055555555555556,0.5518269450582944,0.5379613401407195,0.5518269450582944
GO:0001975,30,14,0.4666666666666667,0.547170386168025,0.42889024297357004,0.547170386168025
GO:0002027,31,13,0.41935483870967744,0.586625279301239,0.49554133658338395,0.586625279301239
GO:0002040,32,8,0.25,0.471919199614027,0.4709041161981665,0.471919199614027
GO:0002042,20,5,0.25,0.4280407776678425,0.5016659478566781,0.4280407776678425
GO:0002052,28,5,0.17857142857142858,0.602073972533191,0.625817615650835,0.602073972533191
GO:0002053,22,4,0.18181818181818182,0.5155594703436674,0.5378175781235845,0.5155594703436674
GO:0002062,43,11,0.2558139534883721,0.49603174603174605,0.5080436108569686,0.49603174603174605
GO:0002088,38,13,0.34210526315789475,0.5338769910829965,0.39906765236389496,0.5338769910829965
GO:0002092,24,5,0.20833333333333334,0.5745336886181955,0.5469943535084381,0.5745336886181955
GO:0002181,78,1,0.01282051282051282,0.4772649311293145,0.6008205285018985,0.4772649311293145
GO:0002218,25,1,0.04,0.4307792117151415,0.5503321531901935,0.4307792117151415
GO:0002223,18,3,0.16666666666666666,0.5079839180174011,0.4898620940398585,0.5079839180174011
GO:0002224,23,2,0.08695652173913043,0.5247121686677105,0.5908807493764865,0.5247121686677105
GO:0002227,11,4,0.36363636363636365,0.5296707568535985,0.37536760977588446,0.5296707568535985
GO:0002230,27,5,0.18518518518518517,0.543234789769971,0.534216671743324,0.543234789769971
GO:0002244,64,15,0.234375,0.493667763656309,0.494141105595859,0.493667763656309
GO:0002250,132,41,0.3106060606060606,0.5172968264048325,0.46556307296500754,0.5172968264048325
GO:0002286,14,6,0.42857142857142855,0.594649423101306,0.242406808672499,0.594649423101306
GO:0002376,35,6,0.17142857142857143,0.4460553415902395,0.413431788165101,0.4460553415902395
GO:0002437,19,3,0.15789473684210525,0.425822340605446,0.509560502283105,0.425822340605446
GO:0002548,26,12,0.46153846153846156,0.5516669204802149,0.422546416152694,0.5516669204802149
GO:0002639,24,5,0.20833333333333334,0.5198325085649029,0.4857124730364165,0.5198325085649029
GO:0002682,34,9,0.2647058823529412,0.5738655122655125,0.5924248196248195,0.5738655122655125
GO:0002862,20,5,0.25,0.45904474380766347,0.47125394288420397,0.45904474380766347
GO:0002931,51,16,0.3137254901960784,0.487211073016329,0.4960748412883615,0.487211073016329
GO:0003007,38,9,0.23684210526315788,0.5636945439456684,0.43371842423934504,0.5636945439456684
GO:0003009,22,12,0.5454545454545454,0.6672049500320796,0.521424402904193,0.6672049500320796
GO:0003148,25,6,0.24,0.5548512765849449,0.5082863814019596,0.5548512765849449
GO:0003151,46,5,0.10869565217391304,0.469382377115161,0.5123727937500531,0.469382377115161
GO:0003180,35,9,0.2571428571428571,0.556564194212777,0.5337053097263396,0.556564194212777
GO:0003203,20,1,0.05,0.497173385425916,0.49104658734386997,0.497173385425916
GO:0003281,29,4,0.13793103448275862,0.49378014724549346,0.47804716369072797,0.49378014724549346
GO:0003333,27,13,0.48148148148148145,0.5456546631919765,0.44137306663959097,0.5456546631919765
GO:0003341,44,19,0.4318181818181818,0.6073262168001015,0.582011691447452,0.6073262168001015
GO:0005975,118,33,0.2796610169491525,0.504437680766183,0.5420898061799835,0.504437680766183
GO:0005977,27,5,0.18518518518518517,0.5027738292663665,0.52643528389797,0.5027738292663665
GO:0005978,19,3,0.15789473684210525,0.6016890749196685,0.590015643497379,0.6016890749196685
GO:0006006,52,12,0.23076923076923078,0.5002879766387369,0.5235078696161459,0.5002879766387369
GO:0006091,44,8,0.18181818181818182,0.5354183686436835,0.517502677777173,0.5354183686436835
GO:0006094,39,10,0.2564102564102564,0.5362775562851785,0.5548409161976235,0.5362775562851785
GO:0006096,33,7,0.21212121212121213,0.6075993055651749,0.6103073243481596,0.6075993055651749
GO:0006099,30,9,0.3,0.56222611521568,0.599747378576688,0.56222611521568
GO:0006120,42,5,0.11904761904761904,0.526068497079399,0.5861277803795145,0.526068497079399
GO:0006123,21,5,0.23809523809523808,0.5665535813960235,0.584369948314232,0.5665535813960235
GO:0006139,28,7,0.25,0.45665755619300696,0.4936029243774275,0.45665755619300696
GO:0006259,20,4,0.2,0.5073952862977905,0.564295439362035,0.5073952862977905
GO:0006260,91,11,0.12087912087912088,0.4444057579158585,0.5821349012005574,0.4444057579158585
GO:0006261,28,4,0.14285714285714285,0.444708168681971,0.48234598927615446,0.444708168681971
GO:0006268,20,5,0.25,0.4938161199482455,0.540273443776374,0.4938161199482455
GO:0006270,25,9,0.36,0.4898625069793415,0.560583060504543,0.4898625069793415
GO:0006275,41,5,0.12195121951219512,0.528396096966001,0.6052556479450826,0.528396096966001
GO:0006281,205,33,0.16097560975609757,0.460498611981461,0.5595196199523504,0.460498611981461
GO:0006282,50,5,0.1,0.463130451089582,0.5763597528415589,0.463130451089582
GO:0006284,25,5,0.2,0.4658218491447135,0.5215550606568196,0.4658218491447135
GO:0006289,33,3,0.09090909090909091,0.485289432493455,0.5448300620097055,0.485289432493455
GO:0006298,25,3,0.12,0.4734816760570525,0.5649142175524084,0.4734816760570525
GO:0006302,69,12,0.17391304347826086,0.49881201492454696,0.541245114646649,0.49881201492454696
GO:0006303,36,3,0.08333333333333333,0.4147086963516135,0.5331489666150185,0.4147086963516135
GO:0006306,26,3,0.11538461538461539,0.4815905860554835,0.501070775908018,0.4815905860554835
GO:0006310,44,6,0.13636363636363635,0.4618058203075355,0.5308933790824755,0.4618058203075355
GO:0006325,200,32,0.16,0.4695537440926745,0.5075463329958274,0.4695537440926745
GO:0006334,59,15,0.2542372881355932,0.49806816659970554,0.466789875451989,0.49806816659970554
GO:0006338,156,23,0.14743589743589744,0.4985198188978085,0.564716574281675,0.4985198188978085
GO:0006351,169,24,0.14201183431952663,0.495107500274937,0.5516074636167014,0.495107500274937
GO:0006355,442,80,0.18099547511312217,0.4778596400946685,0.526903120557284,0.4778596400946685
GO:0006364,99,12,0.12121212121212122,0.394369808343775,0.559741364641824,0.394369808343775
GO:0006366,198,35,0.17676767676767677,0.486956401449882,0.491245492499254,0.486956401449882
GO:0006367,36,6,0.16666666666666666,0.5243857265022396,0.6115333976817635,0.5243857265022396
GO:0006368,32,6,0.1875,0.4993537492699525,0.5600352962088315,0.4993537492699525
GO:0006376,19,4,0.21052631578947367,0.547547776086589,0.6427870793167596,0.547547776086589
GO:0006378,24,1,0.041666666666666664,0.42467326481411005,0.5687476208602971,0.42467326481411005
GO:0006383,23,3,0.13043478260869565,0.46793979467548297,0.5832118931616495,0.46793979467548297
GO:0006396,64,12,0.1875,0.498495730225398,0.542480166306054,0.498495730225398
GO:0006397,156,29,0.1858974358974359,0.5234600693725511,0.5751276332680625,0.5234600693725511
GO:0006400,20,4,0.2,0.5098815232006495,0.6044494338314266,0.5098815232006495
GO:0006401,29,2,0.06896551724137931,0.4628811599108625,0.5499816648331499,0.4628811599108625
GO:0006402,22,1,0.045454545454545456,0.411228554754474,0.4771764228261145,0.411228554754474
GO:0006406,48,6,0.125,0.5149516627259555,0.596438582106628,0.5149516627259555
GO:0006412,148,12,0.08108108108108109,0.45276471975309196,0.5759247669554335,0.45276471975309196
GO:0006413,47,4,0.0851063829787234,0.48844824079723403,0.6395464714256665,0.48844824079723403
GO:0006417,60,12,0.2,0.508216276051607,0.5333924981550755,0.508216276051607
GO:0006446,28,4,0.14285714285714285,0.5303550828263339,0.6052837926647995,0.5303550828263339
GO:0006457,121,20,0.1652892561983471,0.4716639182901265,0.5730940328271206,0.4716639182901265
GO:0006468,444,102,0.22972972972972974,0.49505363601903096,0.523576821020785,0.49505363601903096
GO:0006469,57,17,0.2982456140350877,0.467070783354356,0.48691307340248047,0.467070783354356
GO:0006470,127,35,0.2755905511811024,0.46239050152494,0.5217879432313135,0.46239050152494
GO:0006479,32,4,0.125,0.5109545212158151,0.5701924786064345,0.5109545212158151
GO:0006486,82,21,0.25609756097560976,0.4886979967655965,0.542172337257856,0.4886979967655965
GO:0006487,50,8,0.16,0.4682358812012105,0.5265013540315815,0.4682358812012105
GO:0006493,61,15,0.2459016393442623,0.4898470504402705,0.509494452079198,0.4898470504402705
GO:0006506,24,3,0.125,0.4354063570612865,0.4881328511610205,0.4354063570612865
GO:0006508,349,121,0.3467048710601719,0.5393574972857056,0.45893709565982,0.5393574972857056
GO:0006509,22,2,0.09090909090909091,0.48511836796833396,0.5601989292329554,0.48511836796833396
GO:0006511,216,38,0.17592592592592593,0.482822832876916,0.547032966482669,0.482822832876916
GO:0006513,44,8,0.18181818181818182,0.500488353938602,0.5861617922044915,0.500488353938602
GO:0006541,19,9,0.47368421052631576,0.519089294774226,0.536616353796719,0.519089294774226
GO:0006605,35,9,0.2571428571428571,0.491900104365816,0.543362611177302,0.491900104365816
GO:0006606,95,20,0.21052631578947367,0.477555080365315,0.4924108112913105,0.477555080365315
GO:0006611,29,6,0.20689655172413793,0.5151702349722155,0.5585131590082085,0.5151702349722155
GO:0006612,49,11,0.22448979591836735,0.448110539028731,0.4628472222222225,0.448110539028731
GO:0006622,25,1,0.04,0.4568264301304505,0.526746738744226,0.4568264301304505
GO:0006626,27,3,0.1111111111111111,0.477831928791417,0.560422095869857,0.477831928791417
GO:0006629,151,27,0.17880794701986755,0.5420308015580155,0.5531815036900369,0.5420308015580155
GO:0006631,73,22,0.3013698630136986,0.552669201181925,0.5580441672185715,0.552669201181925
GO:0006633,38,12,0.3157894736842105,0.5322585084131459,0.48237663965314304,0.5322585084131459
GO:0006635,40,5,0.125,0.6101397268788076,0.6332956115713946,0.6101397268788076
GO:0006637,23,9,0.391304347826087,0.5925156603445274,0.646676164375616,0.5925156603445274
GO:0006641,29,9,0.3103448275862069,0.5456630278412455,0.447261008152097,0.5456630278412455
GO:0006644,42,12,0.2857142857142857,0.5553961235328925,0.4238265863637515,0.5553961235328925
GO:0006654,27,6,0.2222222222222222,0.484521835268104,0.5196593562798255,0.484521835268104
GO:0006656,20,3,0.15,0.550917116979983,0.5401603369104699,0.550917116979983
GO:0006661,43,13,0.3023255813953488,0.513130091926981,0.5906308543545504,0.513130091926981
GO:0006672,21,6,0.2857142857142857,0.5270317291172825,0.5104513262147605,0.5270317291172825
GO:0006687,22,4,0.18181818181818182,0.5184828746144114,0.5140551767635579,0.5184828746144114
GO:0006693,21,6,0.2857142857142857,0.5529706630711351,0.496130816461156,0.5529706630711351
GO:0006694,22,6,0.2727272727272727,0.596184169031851,0.5297714198718995,0.596184169031851
GO:0006695,31,4,0.12903225806451613,0.6191346739792809,0.686378986390412,0.6191346739792809
GO:0006699,23,10,0.43478260869565216,0.6202076445681806,0.5116691317208975,0.6202076445681806
GO:0006749,33,7,0.21212121212121213,0.479553650169222,0.478599033147258,0.479553650169222
GO:0006783,22,2,0.09090909090909091,0.3936065710443425,0.5069868093389445,0.3936065710443425
GO:0006805,90,28,0.3111111111111111,0.5076057846813065,0.48183317604849496,0.5076057846813065
GO:0006809,20,3,0.15,0.515908956372462,0.5514731376478845,0.515908956372462
GO:0006811,91,37,0.4065934065934066,0.53072305547053,0.5349534911403595,0.53072305547053
GO:0006812,24,15,0.625,0.627502854967644,0.5257121558177895,0.627502854967644
GO:0006813,68,40,0.5882352941176471,0.596920044536728,0.48063670854137597,0.596920044536728
GO:0006814,66,29,0.4393939393939394,0.52547104744844,0.4779670608166755,0.52547104744844
GO:0006816,67,26,0.3880597014925373,0.485215352424335,0.512169124795156,0.485215352424335
GO:0006821,38,10,0.2631578947368421,0.5093340615976085,0.490996197783028,0.5093340615976085
GO:0006826,15,2,0.13333333333333333,0.491080848042199,0.5438653885169404,0.491080848042199
GO:0006836,35,18,0.5142857142857142,0.6000572626601275,0.5121844781247404,0.6000572626601275
GO:0006839,19,5,0.2631578947368421,0.487827667850499,0.5516066294605111,0.487827667850499
GO:0006865,33,13,0.3939393939393939,0.45546082491839,0.42743871751185447,0.45546082491839
GO:0006869,63,21,0.3333333333333333,0.5185546780308534,0.49577721538625596,0.5185546780308534
GO:0006874,93,36,0.3870967741935484,0.517467151879046,0.4911224074961035,0.517467151879046
GO:0006879,52,14,0.2692307692307692,0.466191542612315,0.5086639828739921,0.466191542612315
GO:0006882,23,4,0.17391304347826086,0.4344368076097675,0.494192622237689,0.4344368076097675
GO:0006883,22,10,0.45454545454545453,0.5492447721267084,0.556211645044712,0.5492447721267084
GO:0006884,20,6,0.3,0.5031817912744925,0.5256509458693794,0.5031817912744925
GO:0006886,224,48,0.21428571428571427,0.4908469931082995,0.5776798058205095,0.4908469931082995
GO:0006887,79,28,0.35443037974683544,0.5861949149219795,0.5498715988394891,0.5861949149219795
GO:0006888,111,12,0.10810810810810811,0.4961034378952835,0.579150579150579,0.4961034378952835
GO:0006890,47,9,0.19148936170212766,0.5069080062368649,0.5409590875194905,0.5069080062368649
GO:0006891,28,6,0.21428571428571427,0.44665718951759603,0.4730141000798225,0.44665718951759603
GO:0006893,25,2,0.08,0.494824184051571,0.6183537637683365,0.494824184051571
GO:0006897,175,40,0.22857142857142856,0.4608195940538665,0.523112885177867,0.4608195940538665
GO:0006898,66,9,0.13636363636363635,0.4458876938637115,0.5487850320203485,0.4458876938637115
GO:0006904,31,10,0.3225806451612903,0.5526152752386755,0.5914889295145235,0.5526152752386755
GO:0006906,25,5,0.2,0.5387163088168114,0.635193010507081,0.5387163088168114
GO:0006909,61,7,0.11475409836065574,0.478544434264773,0.53204751361531,0.478544434264773
GO:0006911,21,1,0.047619047619047616,0.4537202154419385,0.5778766065719936,0.4537202154419385
GO:0006913,44,8,0.18181818181818182,0.441788755151317,0.5635876767786795,0.441788755151317
GO:0006914,128,24,0.1875,0.4869666716608625,0.561737395441639,0.4869666716608625
GO:0006919,68,13,0.19117647058823528,0.4626443566364125,0.5017308907577029,0.4626443566364125
GO:0006935,91,29,0.31868131868131866,0.5661267557732205,0.490539230690746,0.5661267557732205
GO:0006936,70,28,0.4,0.55347448515791,0.491580495182923,0.55347448515791
GO:0006939,20,7,0.35,0.509272648857092,0.446355633356166,0.509272648857092
GO:0006952,61,18,0.29508196721311475,0.5518100727846496,0.523909502723062,0.5518100727846496
GO:0006953,22,5,0.22727272727272727,0.5631422699246404,0.6161930860492175,0.5631422699246404
GO:0006954,339,87,0.25663716814159293,0.546189236950009,0.5051150718595114,0.546189236950009
GO:0006955,239,57,0.2384937238493724,0.5563449530378439,0.48957394416794053,0.5563449530378439
GO:0006956,17,7,0.4117647058823529,0.515411150002536,0.4425227007558465,0.515411150002536
GO:0006958,24,6,0.25,0.4803324451211775,0.458783783783784,0.4803324451211775
GO:0006959,41,9,0.21951219512195122,0.525401581698273,0.4642793616913145,0.525401581698273
GO:0006968,42,11,0.2619047619047619,0.483742471601738,0.4458055159244455,0.483742471601738
GO:0006974,237,29,0.12236286919831224,0.454307147657121,0.5607755589035675,0.454307147657121
GO:0006979,103,17,0.1650485436893204,0.4540535040609385,0.5362766123606305,0.4540535040609385
GO:0006986,50,7,0.14,0.489933760520762,0.5190819920156635,0.489933760520762
GO:0006997,21,2,0.09523809523809523,0.5168377443837939,0.5613922536589611,0.5168377443837939
GO:0006998,20,3,0.15,0.4325143127753675,0.44602159812602,0.4325143127753675
GO:0007004,19,2,0.10526315789473684,0.384054202604431,0.49909521393539646,0.384054202604431
GO:0007005,75,10,0.13333333333333333,0.443114236217263,0.5460679710587995,0.443114236217263
GO:0007010,130,31,0.23846153846153847,0.5207914247346855,0.5196511538660624,0.5207914247346855
GO:0007015,96,18,0.1875,0.47771815751869096,0.5538035625430605,0.47771815751869096
GO:0007018,59,22,0.3728813559322034,0.561119592875318,0.5717664389982591,0.561119592875318
GO:0007020,21,4,0.19047619047619047,0.407904370455748,0.528312999731785,0.407904370455748
GO:0007026,25,10,0.4,0.607191576569717,0.56907009796457,0.607191576569717
GO:0007029,36,13,0.3611111111111111,0.4326479378868315,0.5430012615679005,0.4326479378868315
GO:0007030,103,19,0.18446601941747573,0.47924701436947303,0.539732314494425,0.47924701436947303
GO:0007031,20,2,0.1,0.5312153808424456,0.582426364259076,0.5312153808424456
GO:0007032,37,10,0.2702702702702703,0.49912678453487747,0.5663770766651425,0.49912678453487747
GO:0007035,22,12,0.5454545454545454,0.5534640437586316,0.5546112941637036,0.5534640437586316
GO:0007040,42,9,0.21428571428571427,0.528293889790421,0.5227313155955375,0.528293889790421
GO:0007041,17,3,0.17647058823529413,0.5356947192208186,0.48050271394511246,0.5356947192208186
GO:0007042,20,7,0.35,0.49173368512739846,0.4806365273866605,0.49173368512739846
GO:0007043,41,15,0.36585365853658536,0.5209831079628304,0.46178670138115196,0.5209831079628304
GO:0007049,269,53,0.1970260223048327,0.49244587593669253,0.5548468312979604,0.49244587593669253
GO:0007052,53,15,0.2830188679245283,0.5166725014437334,0.5687037519112634,0.5166725014437334
GO:0007059,68,15,0.22058823529411764,0.48357939643937653,0.5504565361814615,0.48357939643937653
GO:0007080,37,4,0.10810810810810811,0.5202660078917509,0.6025334891361415,0.5202660078917509
GO:0007088,22,5,0.22727272727272727,0.39586301141450697,0.43276895138050653,0.39586301141450697
GO:0007094,28,6,0.21428571428571427,0.526017030662526,0.542602041535862,0.526017030662526
GO:0007095,32,6,0.1875,0.44381300627206,0.5082857215408445,0.44381300627206
GO:0007098,38,6,0.15789473684210525,0.49514137641948053,0.5471392339676004,0.49514137641948053
GO:0007099,20,4,0.2,0.40728196801718397,0.47476554109478997,0.40728196801718397
GO:0007129,26,7,0.2692307692307692,0.4836369577908065,0.5188964186908295,0.4836369577908065
GO:0007130,18,6,0.3333333333333333,0.6050148390533445,0.6210334068944525,0.6050148390533445
GO:0007131,25,5,0.2,0.5015878001116695,0.602302865336785,0.5015878001116695
GO:0007140,24,6,0.25,0.5186524552721734,0.5458793300342595,0.5186524552721734
GO:0007141,26,6,0.23076923076923078,0.541320845706744,0.5491176806517934,0.541320845706744
GO:0007155,376,91,0.24202127659574468,0.482794336227803,0.4803013377141515,0.482794336227803
GO:0007156,109,54,0.4954128440366973,0.552536185610898,0.5125773378742724,0.552536185610898
GO:0007157,48,20,0.4166666666666667,0.523664925126484,0.5034703683929524,0.523664925126484
GO:0007159,28,5,0.17857142857142858,0.6147567108651565,0.5267024316220874,0.6147567108651565
GO:0007160,92,22,0.2391304347826087,0.48344982696019645,0.494743756536823,0.48344982696019645
GO:0007162,43,11,0.2558139534883721,0.4536906940269245,0.4577442672708,0.4536906940269245
GO:0007163,40,8,0.2,0.5267541107925285,0.5236278953406786,0.5267541107925285
GO:0007166,210,60,0.2857142857142857,0.5244613483666696,0.4607024260009045,0.5244613483666696
GO:0007169,97,20,0.20618556701030927,0.5186538240698211,0.5427791494411269,0.5186538240698211
GO:0007173,50,17,0.34,0.535033183309177,0.4616707351183665,0.535033183309177
GO:0007179,87,12,0.13793103448275862,0.4956892155207585,0.5145071856666525,0.4956892155207585
GO:0007187,50,31,0.62,0.670885301446843,0.3864115302463955,0.670885301446843
GO:0007188,42,20,0.47619047619047616,0.5621076973901555,0.50136228159023,0.5621076973901555
GO:0007189,94,40,0.425531914893617,0.5648124143550239,0.45015452102597053,0.5648124143550239
GO:0007190,20,9,0.45,0.5484900761938589,0.407089580637796,0.5484900761938589
GO:0007193,49,17,0.3469387755102041,0.5510877510806,0.5116172451055175,0.5510877510806
GO:0007200,60,24,0.4,0.539733312975545,0.5004777718400895,0.539733312975545
GO:0007202,29,7,0.2413793103448276,0.49700290541874703,0.4747665792220245,0.49700290541874703
GO:0007204,119,38,0.31932773109243695,0.5188912484924755,0.48554578941848847,0.5188912484924755
GO:0007205,24,10,0.4166666666666667,0.6080938332698895,0.534855982743307,0.6080938332698895
GO:0007214,26,14,0.5384615384615384,0.6516821492931295,0.5188520013198306,0.6516821492931295
GO:0007218,93,56,0.6021505376344086,0.656311464212295,0.5012759867603515,0.656311464212295
GO:0007219,98,17,0.17346938775510204,0.467195993798331,0.49041755991118596,0.467195993798331
GO:0007224,75,21,0.28,0.5516208091307451,0.5895852440639965,0.5516208091307451
GO:0007229,86,14,0.16279069767441862,0.454596533021531,0.574551146856662,0.454596533021531
GO:0007249,57,7,0.12280701754385964,0.48010615762425446,0.56753287967285,0.48010615762425446
GO:0007254,51,8,0.1568627450980392,0.484248505627457,0.49519826239925346,0.484248505627457
GO:0007259,35,10,0.2857142857142857,0.533047250930518,0.554451479131455,0.533047250930518
GO:0007264,76,15,0.19736842105263158,0.42274401895589697,0.5290478738311805,0.42274401895589697
GO:0007265,76,17,0.2236842105263158,0.5066926545899255,0.5579816046268695,0.5066926545899255
GO:0007266,49,11,0.22448979591836735,0.4236738812611235,0.48225352784134246,0.4236738812611235
GO:0007267,168,59,0.35119047619047616,0.5551031666611685,0.44554517596431253,0.5551031666611685
GO:0007268,200,125,0.625,0.642808203962614,0.4843479746925225,0.642808203962614
GO:0007269,26,13,0.5,0.6186023122414275,0.540438843625473,0.6186023122414275
GO:0007271,18,7,0.3888888888888889,0.507848633200585,0.47876662523569147,0.507848633200585
GO:0007274,23,14,0.6086956521739131,0.6993376979293544,0.537537700829418,0.6993376979293544
GO:0007275,76,20,0.2631578947368421,0.5302881602079035,0.523906341562842,0.5302881602079035
GO:0007276,18,4,0.2222222222222222,0.4813814270857115,0.49332453982024,0.4813814270857115
GO:0007281,34,6,0.17647058823529413,0.510955266955267,0.5420617604617606,0.510955266955267
GO:0007283,359,100,0.2785515320334262,0.5319974396008404,0.48777332808123197,0.5319974396008404
GO:0007286,78,33,0.4230769230769231,0.5685604880047199,0.518531967484647,0.5685604880047199
GO:0007288,28,12,0.42857142857142855,0.605224560483109,0.6583219804985095,0.605224560483109
GO:0007338,49,21,0.42857142857142855,0.5367324561403506,0.4756658403254515,0.5367324561403506
GO:0007339,28,10,0.35714285714285715,0.455912923051755,0.4391967552046755,0.455912923051755
GO:0007342,18,6,0.3333333333333333,0.632771478578495,0.45271161504705404,0.632771478578495
GO:0007346,61,9,0.14754098360655737,0.5020314806331756,0.525286939481855,0.5020314806331756
GO:0007368,57,21,0.3684210526315789,0.5371792708760146,0.5692628954465235,0.5371792708760146
GO:0007369,24,8,0.3333333333333333,0.45175897728714653,0.40389227255424454,0.45175897728714653
GO:0007389,24,4,0.16666666666666666,0.6626839868037055,0.5621256820200484,0.6626839868037055
GO:0007399,293,99,0.3378839590443686,0.5329869930764,0.5394598726604605,0.5329869930764
GO:0007405,39,8,0.20512820512820512,0.5074890556597871,0.5388709740462789,0.5074890556597871
GO:0007409,83,29,0.3493975903614458,0.512838996332929,0.558771795656164,0.512838996332929
GO:0007411,156,53,0.33974358974358976,0.5132999386729296,0.522511077325351,0.5132999386729296
GO:0007416,45,20,0.4444444444444444,0.5531357497500555,0.4840509718197685,0.5531357497500555
GO:0007417,119,38,0.31932773109243695,0.497936985475329,0.4919291725656755,0.497936985475329
GO:0007420,235,69,0.2936170212765957,0.501106071788523,0.5113442624468625,0.501106071788523
GO:0007422,23,8,0.34782608695652173,0.5117488834754365,0.5867807841772514,0.5117488834754365
GO:0007492,20,7,0.35,0.5634857210509845,0.472371269587572,0.5634857210509845
GO:0007498,30,7,0.23333333333333334,0.44402975601086647,0.42882042298220246,0.44402975601086647
GO:0007507,181,37,0.20441988950276244,0.488968724850602,0.4882638995907605,0.488968724850602
GO:0007517,87,18,0.20689655172413793,0.422776066067334,0.488287240253802,0.422776066067334
GO:0007519,49,16,0.32653061224489793,0.5456378718535471,0.49744310958555804,0.5456378718535471
GO:0007520,26,9,0.34615384615384615,0.5577267189522574,0.500518731439884,0.5577267189522574
GO:0007528,32,8,0.25,0.5247009979431705,0.5418932987989136,0.5247009979431705
GO:0007565,75,31,0.41333333333333333,0.5174722307143585,0.4482833995719965,0.5174722307143585
GO:0007566,36,9,0.25,0.48280372882217,0.4464521577891235,0.48280372882217
GO:0007568,132,29,0.2196969696969697,0.4947190101676935,0.5028736935641824,0.4947190101676935
GO:0007584,51,14,0.27450980392156865,0.5164792343547124,0.52989493020278,0.5164792343547124
GO:0007585,28,6,0.21428571428571427,0.4557211236062805,0.465041730482291,0.4557211236062805
GO:0007586,21,16,0.7619047619047619,0.7220277058913075,0.2553117456451295,0.7220277058913075
GO:0007595,35,12,0.34285714285714286,0.469694660718739,0.43901180349671654,0.469694660718739
GO:0007596,72,18,0.25,0.5569532530161395,0.5175439155056335,0.5569532530161395
GO:0007601,180,65,0.3611111111111111,0.5366108500055644,0.5155130938010974,0.5366108500055644
GO:0007602,24,15,0.625,0.6545980839994925,0.49771602588504005,0.6545980839994925
GO:0007605,137,52,0.3795620437956204,0.518236374909697,0.4910618497471515,0.518236374909697
GO:0007608,46,35,0.7608695652173914,0.7400077954870905,0.290918681206945,0.7400077954870905
GO:0007611,53,23,0.4339622641509434,0.5933796225647285,0.5256154193708615,0.5933796225647285
GO:0007612,55,21,0.38181818181818183,0.5577170386198165,0.553008270022159,0.5577170386198165
GO:0007613,78,36,0.46153846153846156,0.5550676357762975,0.49448848300235804,0.5550676357762975
GO:0007616,34,17,0.5,0.5497731601731599,0.521220202020202,0.5497731601731599
GO:0007623,61,20,0.32786885245901637,0.545480225988701,0.5028350384282589,0.545480225988701
GO:0007626,71,33,0.4647887323943662,0.56127030845824,0.508230240778144,0.56127030845824
GO:0007628,31,14,0.45161290322580644,0.5694914178346535,0.5028069774527726,0.5694914178346535
GO:0007631,24,17,0.7083333333333334,0.7817646872224335,0.5257486359599035,0.7817646872224335
GO:0008015,29,10,0.3448275862068966,0.5012665369101015,0.481276973851231,0.5012665369101015
GO:0008016,30,14,0.4666666666666667,0.574089166476249,0.5450491278848351,0.574089166476249
GO:0008053,19,4,0.21052631578947367,0.4987696600710295,0.4871258244545915,0.4987696600710295
GO:0008089,28,7,0.25,0.436071552475482,0.524565842211109,0.436071552475482
GO:0008104,115,28,0.24347826086956523,0.48021742872975104,0.5034350672756716,0.48021742872975104
GO:0008154,20,3,0.15,0.4544274467023535,0.4929683469907235,0.4544274467023535
GO:0008202,32,10,0.3125,0.5532718823798279,0.533142886163378,0.5532718823798279
GO:0008203,67,14,0.208955223880597,0.5398682054273255,0.50040042959383,0.5398682054273255
GO:0008210,22,7,0.3181818181818182,0.5806826955491036,0.444841360461365,0.5806826955491036
GO:0008217,64,25,0.390625,0.4906052837324315,0.471426147142069,0.4906052837324315
GO:0008219,32,9,0.28125,0.459568065818542,0.4726162362560625,0.459568065818542
GO:0008277,44,15,0.3409090909090909,0.420361999164897,0.4713958934698545,0.420361999164897
GO:0008283,138,34,0.2463768115942029,0.49828593498351,0.482640917848425,0.49828593498351
